Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (Â°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Calc 0-60mph (s),Calc 60-130mph (s),Calc 0-60ft (s),Calc 1/8mile (s),Calc 1/4mile (s),Comb Mode (),Coolant Temp (Â°C),Cruise (),DV Position (%),EOI Actual (Â°),EOI Limit (Â°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (Â°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (Â°C),Ign Table (Â°),Ign Avg (Â°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (Â°),Intake Flow Fact (),Knock Avg (Â°),Knock Cyl 1 (Â°),Knock Cyl 2 (Â°),Knock Cyl 3 (Â°),Knock Cyl 4 (Â°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (Â°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (Â°),SOI Limit (Â°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (Â°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),Wheel Speed FL (km/h),Wheel Speed FR (km/h),Wheel Speed RL (km/h),Wheel Speed RR (km/h),Misfire Carb A 1 (),Misfire Carb A 2 (-),Misfire Carb A 3 (-),Misfire Carb A 4 (-),Misfire Sum (),CPU Load (%),Fuel Flow HPFP (mg/stk),Fuel Flow LPFP (g/min),Fuel Level Pct (%),Knock Retard Now (-),Leak Upthrottle Now (-),Misfire Now (-),Oil fill level (mm),SP / PUT (),Turbo Protection Status (),Torque Max (Nm),mil_last (-),mil_new (-),lih_tqi_last (-),lih_tqi_new (-),tqi_mon_1_last (-),tqi_mon_1_new (-),pos_tqi_mon_1_new (-),pos_tqi_new (-),pos_lih_tqi_new (-),pos_mil_new (-),cumulative_new_trigger (-),tq_prot_last (-),tq_prot_new (-),Power Class (-),SimosTools [R1.35:2024_3_14:MWB_A.bin]
1708.123,-2.6090007,0.032450106,0.29062957,0.29164013,100.405045,23.308264,13.472968,-2.8040898,98.296135,34.1216,50.401,24.7,6.209,18.96,31.588,0.0,93.062485,0.0,0.0,453.0,215.625,2474.0,0.0,-8.078125,0.10131836,109.55063,14846.615,15005.286,1100.0834,634.1532,16.765072,21.978987,0.0,6.868946,5.0,32.232666,36.23965,17.999977,17.624977,1.58,0.0,-28.875,0.12219238,0.0,0.0,0.0,0.0,0.0,0.9785156,1.0,64.06708,2.3437495,81.05313,81.49158,0.0,99.99994,11.71875,1.0,111.250435,81.781555,476.625,649.875,4.5576572,82.9375,0.0,81.40625,13.537935,89.99995,41.082764,1.0,101.42,36.65625,0.0,-85.75134,58.148193,0.0,3.515625,101.42,101.23,101.09,100.06,0.0,0.0,0.0,0.0,0.0,59.277344,16.765072,111.34148,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.15,-2.6072006,0.031730045,0.2904528,0.29121628,100.40503,23.308264,13.468187,-2.8075154,97.807724,33.952057,50.401,24.729,6.209,18.96,31.588,0.0,93.0966,0.0,0.0,453.0,215.625,2476.0,0.0,-8.0234375,0.10131836,109.55063,14917.194,14898.621,1100.0834,634.1532,15.493384,21.894209,0.0,6.901407,5.0,31.680298,36.22471,17.999977,17.624977,1.58,0.0,-28.84375,0.12194824,0.0,0.0,0.0,0.0,0.0,0.97558594,1.0,64.08081,2.3437495,80.98081,81.39427,0.0,99.99994,11.71875,1.0,111.33336,81.756676,476.625,649.875,4.739876,82.875,0.0,81.4375,13.537935,89.99995,41.241455,1.0,101.43,36.59375,0.0,-85.69031,58.099365,0.0,3.515625,101.5,101.21,101.05,100.14,0.0,0.0,0.0,0.0,0.0,59.277344,15.493384,107.04994,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.182,-2.6257606,0.012692018,0.2898664,0.29134342,100.405014,23.308264,13.458981,-2.818005,97.855804,33.99621,50.401,24.761,6.209,18.96,31.588,0.0,93.1239,0.0,0.0,453.75,215.625,2472.0,0.0,-7.9921875,0.10058594,109.476006,14845.554,14961.7705,1100.0834,634.1532,18.185122,21.68226,0.0,7.0836253,5.0,32.969666,36.21126,17.999977,17.624977,1.516,0.0,-28.820312,0.12164307,0.0,0.0,0.0,0.0,0.0,0.9746094,1.0,64.07471,2.3437495,80.96777,81.42207,0.0,99.99994,11.71875,1.0,111.36653,81.731804,476.625,649.875,4.8856506,82.59375,0.0,81.46875,13.537935,89.99995,41.271973,1.0,101.38,36.5,0.0,-85.83374,58.19702,0.0,3.515625,101.49,101.3,101.06,99.93,0.0,0.0,0.0,0.0,0.0,58.88672,18.185122,108.95729,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.21,-2.6406085,0.0050768075,0.29006988,0.29125866,100.405,23.308264,13.440818,-2.8198946,49.902477,17.308674,50.401,24.788,6.209,18.96,31.588,0.0,93.14574,0.0,0.0,453.75,215.625,2473.0,0.0,-7.96875,0.10058594,109.49259,14882.7,14984.59,1100.0834,634.1532,16.150423,21.873014,0.0,7.2294,5.0,31.951904,36.199158,17.999977,17.624977,1.536,0.0,-28.804688,0.12164307,0.0,0.0,0.0,0.0,0.0,0.9824219,1.0,64.079285,2.3437495,80.95925,81.43794,0.0,99.99994,11.71875,1.0,111.31678,81.72351,476.625,649.875,4.84602,82.71875,0.0,81.4375,13.537935,89.99995,41.1438,1.0,101.32,36.5,0.0,-85.849,58.172607,0.0,3.515625,101.46,101.35,101.29,100.04,0.0,0.0,0.0,0.0,0.0,58.88672,16.150423,107.52678,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.243,-2.6524868,0.020780724,0.28937396,0.29125866,100.40498,23.308264,13.445682,-2.8211286,50.003864,17.350857,50.401,24.82,6.209,18.96,31.588,0.0,93.16321,0.0,0.0,453.75,215.25,2474.0,0.0,-7.8671875,0.101257324,109.4843,14993.611,14937.891,1100.0834,634.1532,15.91728,21.449118,0.0,7.1897697,5.0,32.01294,36.188267,17.999977,17.249977,1.536,0.0,-28.78125,0.12121582,0.0,0.0,0.0,0.0,0.0,0.98535156,1.0,64.097595,2.3437495,81.08858,81.56534,0.0,99.99994,11.71875,1.0,111.33336,81.71522,476.625,649.875,4.8143163,82.84375,0.0,81.46875,13.537935,89.99995,41.259766,1.0,101.27,36.375,0.0,-85.92529,58.148193,0.0,3.515625,101.58,101.12,101.09,100.14,0.0,0.0,0.0,0.0,0.0,58.88672,15.91728,106.573105,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.272,-2.6819894,0.02706229,0.29339892,0.291513,100.40497,23.308264,13.443227,-2.802364,97.89626,33.98279,50.401,24.848,6.209,18.96,31.588,0.0,93.177185,0.0,0.0,453.75,215.25,2475.0,0.0,-7.859375,0.101257324,109.52576,14962.832,15079.58,1100.0834,634.1532,17.676447,22.042572,0.0,7.158066,5.0,32.777405,36.178463,17.999977,17.249977,1.536,0.0,-28.742188,0.12207031,0.0,0.0,0.0,0.0,0.0,0.9902344,1.0,64.09149,2.3437495,81.46351,81.464165,0.0,99.99994,11.71875,1.0,111.41628,81.706924,476.625,649.875,4.788953,83.5625,0.0,81.4375,14.004761,89.99995,41.674805,1.0,101.5,36.625,0.0,-86.04431,58.12378,0.0,3.515625,101.52,101.28,101.05,99.93,0.0,0.0,0.0,0.0,0.0,58.88672,17.676447,108.71887,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,823.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.302,-2.7055914,0.029574916,0.29508743,0.2878675,100.40495,23.308264,13.435649,-2.747968,97.64395,33.90891,50.401,24.881,6.209,18.96,31.588,0.0,93.18836,0.0,0.0,453.75,215.25,2475.0,0.0,-7.84375,0.10058594,109.49259,15064.721,15072.681,1100.0834,634.1532,16.129229,22.127352,0.0,7.1327024,5.0,32.12738,36.16964,17.999977,17.249977,1.536,0.0,-28.734375,0.119018555,0.0,0.0,0.0,0.0,0.0,0.99316406,1.0,64.09149,2.3437495,81.69732,80.882164,0.0,99.99994,11.5234375,1.0,111.40798,81.60743,476.625,649.875,4.612412,84.53125,0.0,80.25,14.004761,89.99995,41.51001,1.0,101.29,35.71875,0.0,-85.961914,58.099365,0.0,3.515625,101.54,101.05,101.21,100.38,0.0,0.0,0.0,0.0,0.0,58.88672,16.129229,108.48045,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,823.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.332,-2.7044733,0.030579967,0.2914642,0.28769794,100.40494,23.308264,13.430345,-2.7140453,98.142235,34.081947,50.401,24.91,6.209,18.96,31.588,0.0,93.1973,0.0,0.0,454.125,215.25,2470.0,0.0,-7.78125,0.10064697,109.57551,15110.358,15007.939,1100.0834,634.1532,15.408606,21.449118,0.0,6.9561615,5.0,31.855774,36.161697,17.999977,17.249977,1.528,0.0,-28.703125,0.117370605,0.0,0.0,0.0,0.0,0.0,0.9951172,1.0,64.079285,2.3437495,81.26628,80.87113,0.0,99.99994,11.5234375,1.0,111.55724,81.49963,477.0,649.875,4.4711795,83.75,0.0,80.125,13.537935,89.99995,41.314697,1.0,101.34,35.21875,0.0,-86.56311,58.251953,0.0,3.515625,101.46,101.21,101.05,100.17,0.0,0.0,0.0,0.0,0.0,58.88672,15.408606,110.14938,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,823.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.359,-2.7035787,0.04973199,0.28962088,0.28824902,100.40492,23.308264,13.426632,-2.7765768,98.01067,33.9675,50.401,24.94,6.209,18.96,31.588,0.0,93.20446,0.0,0.0,454.125,215.25,2475.0,0.0,-7.796875,0.10070801,109.63355,15170.325,14940.013,1100.0834,634.1532,12.907621,21.555092,0.0,6.814929,5.0,30.68695,36.154552,17.999977,17.249977,1.516,0.0,-28.695312,0.11834717,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.086914,2.3437495,80.884674,80.936325,0.0,99.99994,11.5234375,1.0,111.73966,81.408424,477.0,649.875,4.3581934,82.40625,0.0,80.125,13.537935,89.99995,41.6687,1.0,101.34,35.5,0.0,-87.10632,58.12378,0.0,3.515625,101.52,101.0,101.06,100.63,0.0,0.0,0.0,0.0,0.0,58.88672,12.907621,107.28836,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.389,-2.702863,0.0573928,0.28845015,0.27943203,100.40491,23.308264,13.424033,-2.831937,118.22087,41.054672,50.401,24.97,6.209,18.96,31.588,0.0,93.21018,0.0,0.0,454.125,215.625,2470.0,0.0,-7.703125,0.099487305,109.426254,15142.7295,14873.148,1100.0834,634.1532,12.526115,21.533897,0.0,6.701943,5.0,30.511475,36.14812,17.999977,17.624977,1.516,0.0,-28.742188,0.1104126,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0,64.089966,2.3437495,80.758965,79.74189,0.0,99.99994,10.839844,1.0,111.63186,80.877754,477.0,649.875,4.2678046,82.09375,0.0,75.65625,13.537935,89.99995,41.516113,1.0,101.38,33.125,0.0,-86.7157,58.251953,0.0,3.515625,101.5,101.03,101.16,100.09,0.0,0.0,0.0,0.0,0.0,58.88672,12.526115,106.33469,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.423,-2.7022903,0.06045712,0.2825855,0.27366698,100.40489,23.308264,13.410495,-2.8501723,117.72215,40.798893,50.401,24.997,6.209,18.96,31.588,0.0,93.21476,0.0,0.0,454.125,215.625,2473.0,0.0,-7.671875,0.098083496,109.34334,15072.681,14699.618,1100.0834,634.1532,11.402792,21.851818,0.0,6.611554,5.0,29.87976,36.14233,18.374977,17.624977,1.5,0.0,-28.804688,0.10601807,0.0,0.0,0.0,0.0,0.0,1.0048828,1.0,64.079285,2.3437495,79.874886,79.23377,0.0,99.99994,10.644531,1.0,111.76454,80.00712,476.625,649.875,4.1954937,79.71875,0.0,74.375,13.07111,89.99995,40.9729,1.0,101.33,31.8125,0.0,-86.88965,58.172607,0.0,3.515625,101.45,100.97,101.14,100.21,0.0,0.0,0.0,0.0,0.0,58.88672,11.402792,107.28836,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.453,-2.6818323,0.06168285,0.27552187,0.2704878,100.40489,23.308264,13.418596,-2.978432,117.79434,40.873497,50.401,25.027,6.209,18.96,31.588,0.0,93.21842,0.0,0.0,453.75,216.375,2472.0,0.0,-7.640625,0.09802246,109.26042,14980.344,14518.129,1100.0834,634.1532,7.6513157,21.36434,0.0,6.539243,5.0,28.001404,36.13712,18.374977,18.374977,1.512,0.0,-29.078125,0.10272217,0.0,0.0,0.0,0.0,0.0,1.0009766,1.0,64.079285,2.3437495,78.94126,78.153496,0.0,99.99994,10.449219,1.0,111.84744,80.00712,476.25,649.875,4.137645,77.03125,0.0,73.0,12.604284,89.99995,40.979004,1.0,101.32,30.8125,0.0,-86.80115,58.19702,0.0,3.515625,101.46,100.95,101.08,100.22,0.0,0.0,0.0,0.0,0.0,58.88672,7.6513157,107.52678,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.481,-2.6654658,0.062173143,0.27291438,0.27027583,100.40489,23.308264,13.406689,-3.1138792,117.825745,40.867863,50.401,25.061,6.209,18.96,31.588,0.0,93.22135,0.0,0.0,453.75,216.375,2470.0,0.0,-7.5625,0.097839355,109.04484,14785.588,14336.639,1100.0834,633.8879,7.4817576,21.131197,0.0,6.4813943,5.0,27.763367,36.13243,18.374977,18.374977,1.512,0.0,-29.070312,0.10229492,0.0,0.0,0.0,0.0,0.0,0.9941406,1.0,64.08844,2.3437495,78.13073,77.7019,0.0,99.99994,10.449219,1.0,111.98012,80.00712,476.25,649.875,4.091366,76.09375,0.0,72.9375,12.604284,89.99995,40.960693,1.0,101.36,30.6875,0.0,-86.9751,58.251953,0.0,3.515625,101.29,101.16,101.16,100.06,0.0,0.0,0.0,0.0,0.0,58.984375,7.4817576,104.42734,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.51,-2.6323726,0.062369257,0.2694743,0.2704454,100.40489,23.308264,13.410072,-3.2314687,117.68892,40.787376,50.401,25.091,6.209,18.96,31.588,0.0,93.223694,0.0,0.0,453.75,216.75,2474.0,0.0,-7.625,0.097717285,108.91217,14423.139,14176.906,1100.0834,633.8879,7.8844585,21.27956,0.0,6.4351153,5.0,27.597046,36.128212,18.749975,18.749975,1.5,0.0,-29.070312,0.10321045,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0,64.08844,2.3437495,77.509995,77.72728,0.0,99.99994,10.449219,1.0,112.08791,80.00712,476.25,649.875,4.0543427,74.78125,0.0,72.9375,12.604284,89.99995,41.070557,1.0,101.2,30.96875,0.0,-86.93237,58.148193,0.0,3.515625,101.45,100.95,101.0,100.5,0.0,0.0,0.0,0.0,0.0,58.984375,7.8844585,104.42734,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.539,-2.6058981,0.062447704,0.2669892,0.26853788,100.40489,23.308264,13.406582,-3.3215232,118.09635,40.99486,50.401,25.119,6.209,18.96,31.588,0.0,93.22557,0.0,0.0,453.75,216.75,2471.0,0.0,-7.6640625,0.09692383,108.74633,14225.729,13995.417,1100.0834,633.8879,7.0154724,19.77473,0.0,6.3980923,5.0,27.017212,36.124413,18.749975,18.749975,1.5,0.0,-29.15625,0.10021973,0.0,0.0,0.0,0.0,0.0,0.98339844,1.0,64.079285,2.3437495,77.26178,77.56084,0.0,99.99994,10.3515625,1.0,111.880615,80.00712,476.25,649.875,4.024724,73.84375,0.0,72.28125,12.604284,89.99995,40.74707,1.0,101.3,30.0625,0.0,-86.7157,58.22754,0.0,3.515625,101.39,101.24,100.99,99.85,0.0,0.0,0.0,0.0,0.0,58.984375,7.0154724,99.658966,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.572,-2.5647185,0.04372908,0.26670378,0.26913133,100.40489,23.308264,13.415857,-3.3575335,117.43651,40.716377,50.401,25.148,6.209,18.96,31.588,0.0,93.22707,0.0,0.0,453.375,216.75,2473.0,0.0,-7.671875,0.09686279,108.663414,13866.463,13972.067,1100.0834,633.8879,10.978896,19.77473,0.0,6.3684735,5.0,28.623962,36.120995,18.749975,18.749975,1.492,0.0,-29.398438,0.10083008,0.0,0.0,0.0,0.0,0.0,0.9746094,1.0,63.957214,2.3437495,77.18674,77.725266,0.0,99.99994,10.3515625,1.0,111.81428,80.00712,475.875,649.875,4.001029,73.5625,0.0,72.21875,12.604284,89.99995,40.600586,1.0,101.22,30.25,0.0,-86.7157,58.172607,0.0,3.515625,101.42,101.05,101.24,100.34,0.0,0.0,0.0,0.0,0.0,58.984375,10.978896,97.75162,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.602,-2.5517747,0.036241636,0.26646444,0.2690889,100.40489,23.308264,13.404772,-3.3684204,98.138466,34.053097,50.401,25.177,6.209,18.96,31.588,0.0,93.22827,0.0,0.0,454.125,216.75,2470.0,0.0,-7.703125,0.09674072,108.5805,13778.372,13895.119,1100.0834,634.1532,10.237079,19.626368,0.0,6.3447785,5.0,28.114319,36.11792,18.749975,18.749975,1.448,0.0,-29.390625,0.10040283,0.0,0.0,0.0,0.0,0.0,0.9736328,1.0,63.926697,2.3437495,77.121025,77.705475,0.0,99.99994,10.3515625,1.0,111.79771,80.00712,475.875,649.875,3.8258233,73.46875,0.0,72.03125,12.604284,89.99995,40.50293,1.0,101.35,30.125,0.0,-86.7157,58.251953,0.0,3.515625,101.42,101.21,100.99,100.01,0.0,0.0,0.0,0.0,0.0,58.984375,10.237079,97.27478,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.631,-2.5414197,0.033246655,0.26630896,0.2690889,100.40489,23.308264,13.4087305,-3.3779538,97.83334,33.90604,50.401,25.21,6.209,18.96,31.588,0.0,93.22923,0.0,0.0,454.125,216.75,2475.0,0.0,-7.6640625,0.09741211,108.597084,13734.856,13910.509,1100.0834,634.1532,11.975051,19.562782,0.0,6.169573,5.0,28.904724,36.11515,18.749975,18.749975,1.448,0.0,-29.40625,0.10058594,0.0,0.0,0.0,0.0,0.0,0.9794922,1.0,63.99536,2.3437495,77.05512,77.62046,0.0,99.99994,10.3515625,1.0,111.606995,80.00712,475.875,649.875,3.5294087,73.40625,0.0,72.03125,12.604284,89.99995,40.29541,1.0,101.33,30.1875,0.0,-86.7157,58.12378,0.0,3.515625,101.39,101.21,101.12,99.98,0.0,0.0,0.0,0.0,0.0,58.984375,11.975051,98.228455,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.662,-2.5531359,0.013298662,0.26969644,0.2690889,100.40489,23.308264,13.411502,-3.3875146,97.699135,33.92807,50.401,25.24,6.209,18.96,31.588,0.0,93.23,0.0,0.0,454.125,216.75,2476.0,0.0,-7.7578125,0.09777832,108.5805,13672.768,14203.44,1100.0834,634.1532,16.31998,19.965483,0.0,5.8731585,5.0,30.941772,36.11266,18.749975,18.749975,1.452,0.0,-29.398438,0.101135254,0.0,0.0,0.0,0.0,0.0,0.984375,1.0,64.10217,2.3437495,77.741875,77.66383,0.0,99.99994,10.3515625,1.0,111.6899,80.00712,475.875,649.875,3.292277,74.875,0.0,72.0625,12.604284,89.99995,40.81421,1.0,101.34,30.34375,0.0,-86.75842,58.099365,0.0,3.515625,101.52,101.16,101.14,100.14,0.0,0.0,0.0,0.0,0.0,58.984375,16.31998,100.1358,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.69,-2.5625088,0.024069466,0.27136165,0.2684531,100.405716,23.308264,13.42516,-3.2880023,50.053844,17.389269,50.401,25.269,6.209,18.96,31.588,0.0,93.23062,0.0,0.0,454.125,216.75,2474.0,0.0,-7.7890625,0.09777832,108.63025,13830.378,14254.915,1100.0834,634.1532,16.531929,19.838314,0.0,5.6360264,5.0,31.144714,36.110416,18.374977,18.749975,1.452,0.0,-29.367188,0.099853516,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0,63.964844,2.3437495,78.13803,77.44821,0.0,99.99994,10.3515625,1.0,111.55724,80.01541,475.875,649.875,2.9463217,75.5,0.0,72.09375,12.604284,89.99995,40.48462,1.0,101.36,29.96875,0.0,-86.7157,58.148193,0.0,3.515625,101.49,101.24,101.08,99.93,0.0,0.0,0.0,0.0,0.0,58.984375,16.531929,97.75162,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.724,-2.550007,0.028377786,0.27206853,0.26849547,100.406456,23.308264,13.423003,-3.2306364,97.66409,33.9022,50.401,25.3,6.209,18.96,31.588,0.0,93.23111,0.0,0.0,454.5,216.375,2477.0,0.0,-7.8125,0.097839355,108.69658,13937.043,14327.087,1100.0834,634.1532,18.88455,19.753536,0.0,5.2900715,5.0,32.391357,36.1084,18.374977,18.374977,1.46,0.0,-29.40625,0.09979248,0.0,0.0,0.0,0.0,0.0,0.9921875,1.0,64.01062,2.3437495,78.170296,77.425514,0.0,99.99994,10.3515625,1.0,111.55724,80.01541,476.25,649.875,2.6695573,75.625,0.0,72.0625,12.604284,89.99995,40.50293,1.0,101.24,29.9375,0.0,-86.7157,58.07495,0.0,3.515625,101.42,101.08,101.09,100.3,0.0,0.0,0.0,0.0,0.0,58.984375,18.88455,98.46687,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.75,-2.5400057,0.030101117,0.2718398,0.2684531,100.40712,23.308264,13.433211,-3.2260518,98.01282,34.064507,50.401,25.328,6.209,18.96,31.588,0.0,93.23151,0.0,0.0,454.5,216.375,2475.0,0.0,-7.8671875,0.09790039,108.73804,14170.538,14417.301,1100.0834,634.1532,15.896086,20.050262,0.0,5.0133066,5.0,31.065369,36.106583,18.374977,18.374977,1.452,0.0,-29.414062,0.09979248,0.0,0.0,0.0,0.0,0.0,0.99609375,1.0,63.980103,2.3437495,78.23853,77.49153,0.0,99.99994,10.3515625,1.0,111.52407,80.01541,476.25,649.875,2.2918959,75.59375,0.0,72.09375,12.604284,89.99995,40.441895,1.0,101.45,29.9375,0.0,-86.7157,58.12378,0.0,3.515625,101.59,101.46,100.87,99.93,0.0,0.0,0.0,0.0,0.0,58.984375,15.896086,97.990036,85.882355,0.0,0.0,1.0,52.9375,0.0,0.0,824.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.782,-2.5320046,0.030790448,0.27253374,0.2688346,100.407715,23.308264,13.440357,-3.2162385,97.64395,33.90891,50.401,25.362,6.209,18.96,31.588,0.0,93.23182,0.0,0.0,454.5,216.375,2476.0,0.0,-7.875,0.09790039,108.74633,14289.939,14281.449,1100.0834,634.1532,14.391256,19.732342,0.0,4.6356454,5.0,30.46875,36.104946,18.374977,18.374977,1.452,0.0,-29.445312,0.09979248,0.0,0.0,0.0,0.0,0.0,0.9980469,1.0,63.934326,2.3437495,78.23808,77.61225,0.0,99.99994,10.3515625,1.0,111.57383,80.01541,476.25,649.875,1.9897667,75.8125,0.0,72.125,12.604284,89.99995,40.50293,1.0,101.34,29.9375,0.0,-86.75842,58.099365,0.0,3.515625,101.54,101.08,101.06,100.38,0.0,0.0,0.0,0.0,0.0,58.984375,14.391256,97.27478,85.882355,0.0,0.0,1.0,53.375,0.0,0.0,824.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708.811,-2.5256038,0.03106618,0.27158183,0.26904655,100.407425,23.308264,13.445359,-3.2162619,98.1219,34.088654,50.401,25.388,6.209,18.96,31.588,0.0,93.23207,0.0,0.0,454.875,216.375,2473.0,0.0,-7.875,0.0982666,108.76292,14319.127,14312.759,1100.0834,634.1532,14.6879835,19.9019,0.0,4.333516,5.0,30.63507,36.103474,18.374977,18.374977,1.432,0.0,-29.484375,0.09967041,0.0,0.0,0.0,0.0,0.0,1.0009766,1.0,63.99536,2.3437495,78.177345,77.686714,0.0,99.99994,10.3515625,1.0,111.36653,80.00712,476.25,649.875,1.7480634,75.59375,0.0,72.0625,12.604284,89.99995,40.24048,1.0,101.48,29.90625,0.0,-86.7157,58.172607,0.0,3.515625,101.54,101.21,101.12,100.3,0.0,0.0,0.0,0.0,0.0,58.984375,14.6879835,98.228455,85.882355,0.0,0.0,1.0,53.375,0.0,0.0,824.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
